idEvent,strTimestamp,Round,Home Team,Home Score,Away Team,Away Score,Poster,Thumb
"1571089","2022-08-20 15:00:00","Round 3","Everton","1","Nottingham Forest","1","https://r2.thesportsdb.com/images/media/event/poster/j4vpq01659895883.jpg","https://r2.thesportsdb.com/images/media/event/thumb/07plpd1659642434.jpg"
"1570726","2022-08-20 17:30:00","Round 3","Bournemouth","0","Arsenal","3","https://r2.thesportsdb.com/images/media/event/poster/by8bzu1659895724.jpg","https://r2.thesportsdb.com/images/media/event/thumb/9v4tey1659642265.jpg"
"1570730","2022-08-21 14:00:00","Round 3","Leeds","3","Chelsea","0","https://r2.thesportsdb.com/images/media/event/poster/yrpuil1659895725.jpg","https://r2.thesportsdb.com/images/media/event/thumb/8bwp851659642266.jpg"
"1570735","2022-08-21 14:00:00","Round 3","West Ham","0","Brighton","2","https://r2.thesportsdb.com/images/media/event/poster/qxe0p21659895729.jpg","https://r2.thesportsdb.com/images/media/event/thumb/p159kx1659642269.jpg"
"1570733","2022-08-21 16:30:00","Round 3","Newcastle","3","Manchester City","3","https://r2.thesportsdb.com/images/media/event/poster/f7uvcl1659895728.jpg","https://r2.thesportsdb.com/images/media/event/thumb/93imqm1659642268.jpg"
"1570732","2022-08-22 20:00:00","Round 3","Manchester United","2","Liverpool","1","https://r2.thesportsdb.com/images/media/event/poster/xc94lu1659895727.jpg","https://r2.thesportsdb.com/images/media/event/thumb/l6ruan1659642267.jpg"
"1570744","2022-08-27 12:30:00","Round 4","Southampton","0","Manchester United","1","https://r2.thesportsdb.com/images/media/event/poster/nnp3ki1659895732.jpg","https://r2.thesportsdb.com/images/media/event/thumb/r84ymi1659642273.jpg"
"1570738","2022-08-27 15:00:00","Round 4","Brentford","1","Everton","1","https://r2.thesportsdb.com/images/media/event/poster/jtcaoz1659895730.jpg","https://r2.thesportsdb.com/images/media/event/thumb/qoim9t1659642271.jpg"
"1570739","2022-08-27 15:00:00","Round 4","Brighton","1","Leeds","0","https://r2.thesportsdb.com/images/media/event/poster/5sybns1659895730.jpg","https://r2.thesportsdb.com/images/media/event/thumb/hipzla1659642271.jpg"
"1570740","2022-08-27 15:00:00","Round 4","Chelsea","2","Leicester","1","https://r2.thesportsdb.com/images/media/event/poster/52z7ls1659895731.jpg","https://r2.thesportsdb.com/images/media/event/thumb/pwu3j31659642272.jpg"
"1570741","2022-08-27 15:00:00","Round 4","Liverpool","9","Bournemouth","0","https://r2.thesportsdb.com/images/media/event/poster/x6k90b1659895731.jpg","https://r2.thesportsdb.com/images/media/event/thumb/ziz7d01659642272.jpg"
"1570742","2022-08-27 15:00:00","Round 4","Manchester City","4","Crystal Palace","2","https://r2.thesportsdb.com/images/media/event/poster/24puh01659895732.jpg","https://r2.thesportsdb.com/images/media/event/thumb/5w4mb21659642273.jpg"
"1570736","2022-08-27 17:30:00","Round 4","Arsenal","2","Fulham","1","https://r2.thesportsdb.com/images/media/event/poster/34jnvj1659895729.jpg","https://r2.thesportsdb.com/images/media/event/thumb/0tcz6e1659642270.jpg"
"1570737","2022-08-28 14:00:00","Round 4","Aston Villa","0","West Ham","1","https://r2.thesportsdb.com/images/media/event/poster/7nu6tg1659895729.jpg","https://r2.thesportsdb.com/images/media/event/thumb/vo4ast1659642270.jpg"
"1570745","2022-08-28 14:00:00","Round 4","Wolves","1","Newcastle","1","https://r2.thesportsdb.com/images/media/event/poster/g584781659895733.jpg","https://r2.thesportsdb.com/images/media/event/thumb/rwdo8h1659642274.jpg"
"1571090","2022-08-28 16:30:00","Round 4","Nottingham Forest","0","Tottenham","2","https://r2.thesportsdb.com/images/media/event/poster/to04qm1659895884.jpg","https://r2.thesportsdb.com/images/media/event/thumb/r4ghiv1659642434.jpg"
"1570748","2022-08-30 19:30:00","Round 5","Fulham","2","Brighton","1","https://r2.thesportsdb.com/images/media/event/poster/6keyw61659895734.jpg","https://r2.thesportsdb.com/images/media/event/thumb/0ak46p1659642275.jpg"
"1570752","2022-08-30 19:30:00","Round 5","Crystal Palace","1","Brentford","1","https://r2.thesportsdb.com/images/media/event/poster/nkh4h81659895736.jpg","https://r2.thesportsdb.com/images/media/event/thumb/uipzao1659642277.jpg"
"1570753","2022-08-30 19:45:00","Round 5","Southampton","2","Chelsea","1","https://r2.thesportsdb.com/images/media/event/poster/om5w3b1659895736.jpg","https://r2.thesportsdb.com/images/media/event/thumb/ez7th11659642278.jpg"
"1570749","2022-08-30 20:00:00","Round 5","Leeds","1","Everton","1","https://r2.thesportsdb.com/images/media/event/poster/2yxfbb1659895735.jpg","https://r2.thesportsdb.com/images/media/event/thumb/gy94061659642276.jpg"
"1570746","2022-08-31 19:30:00","Round 5","Bournemouth","0","Wolves","0","https://r2.thesportsdb.com/images/media/event/poster/9di0jk1659895733.jpg","https://r2.thesportsdb.com/images/media/event/thumb/avnuhz1659642274.jpg"
"1570747","2022-08-31 19:30:00","Round 5","Arsenal","2","Aston Villa","1","https://r2.thesportsdb.com/images/media/event/poster/mf0ebv1659895734.jpg","https://r2.thesportsdb.com/images/media/event/thumb/cgy1kt1659642275.jpg"
"1571091","2022-08-31 19:30:00","Round 5","Manchester City","6","Nottingham Forest","0","https://r2.thesportsdb.com/images/media/event/poster/2zqh881659895884.jpg","https://r2.thesportsdb.com/images/media/event/thumb/u2wfko1659642435.jpg"
"1570751","2022-08-31 19:45:00","Round 5","West Ham","1","Tottenham","1","https://r2.thesportsdb.com/images/media/event/poster/r2be0c1659895735.jpg","https://r2.thesportsdb.com/images/media/event/thumb/lb361z1659642277.jpg"
"1570754","2022-08-31 20:00:00","Round 5","Liverpool","2","Newcastle","1","https://r2.thesportsdb.com/images/media/event/poster/5ubc211659895737.jpg","https://r2.thesportsdb.com/images/media/event/thumb/oerh831659642278.jpg"
"1570750","2022-09-01 20:00:00","Round 5","Leicester","0","Manchester United","1","https://r2.thesportsdb.com/images/media/event/poster/jsv4241659895735.jpg","https://r2.thesportsdb.com/images/media/event/thumb/lixgpm1659642276.jpg"
"1570760","2022-09-03 12:30:00","Round 6","Everton","0","Liverpool","0","https://r2.thesportsdb.com/images/media/event/poster/fr6m4p1659895739.jpg","https://r2.thesportsdb.com/images/media/event/thumb/uec72j1659642281.jpg"
"1570757","2022-09-03 15:00:00","Round 6","Brentford","5","Leeds","2","https://r2.thesportsdb.com/images/media/event/poster/ih3xp71659895737.jpg","https://r2.thesportsdb.com/images/media/event/thumb/wmz36r1659642279.jpg"
"1570759","2022-09-03 15:00:00","Round 6","Chelsea","2","West Ham","1","https://r2.thesportsdb.com/images/media/event/poster/5v4mba1659895738.jpg","https://r2.thesportsdb.com/images/media/event/thumb/wt7i341659642280.jpg"
"1570762","2022-09-03 15:00:00","Round 6","Newcastle","0","Crystal Palace","0","https://r2.thesportsdb.com/images/media/event/poster/lg92nt1659895739.jpg","https://r2.thesportsdb.com/images/media/event/thumb/svp60q1659642282.jpg"
"1570764","2022-09-03 15:00:00","Round 6","Tottenham","2","Fulham","1","https://r2.thesportsdb.com/images/media/event/poster/gcercd1659895740.jpg","https://r2.thesportsdb.com/images/media/event/thumb/gbx9q81659642282.jpg"
"1570765","2022-09-03 15:00:00","Round 6","Wolves","1","Southampton","0","https://r2.thesportsdb.com/images/media/event/poster/r9n4lf1659895740.jpg","https://r2.thesportsdb.com/images/media/event/thumb/xnphtz1659642283.jpg"
"1571092","2022-09-03 15:00:00","Round 6","Nottingham Forest","2","Bournemouth","3","https://r2.thesportsdb.com/images/media/event/poster/9kvzya1659895884.jpg","https://r2.thesportsdb.com/images/media/event/thumb/21e4u01659642435.jpg"
"1570756","2022-09-03 17:30:00","Round 6","Aston Villa","1","Manchester City","1","https://r2.thesportsdb.com/images/media/event/poster/z746hy1659895737.jpg","https://r2.thesportsdb.com/images/media/event/thumb/s8zrk81659642279.jpg"
"1570758","2022-09-04 14:00:00","Round 6","Brighton","5","Leicester","2","https://r2.thesportsdb.com/images/media/event/poster/ebiugx1659895738.jpg","https://r2.thesportsdb.com/images/media/event/thumb/jemfso1659642280.jpg"
"1570761","2022-09-04 16:30:00","Round 6","Manchester United","3","Arsenal","1","https://r2.thesportsdb.com/images/media/event/poster/dazsxt1659895739.jpg","https://r2.thesportsdb.com/images/media/event/thumb/oitkz81659642281.jpg"
"1570776","2022-09-16 20:00:00","Round 8","Aston Villa","1","Southampton","0","https://r2.thesportsdb.com/images/media/event/poster/jfsec01659895746.jpg","https://r2.thesportsdb.com/images/media/event/thumb/6eapbu1659642288.jpg"
"1571094","2022-09-16 20:00:00","Round 8","Nottingham Forest","2","Fulham","3","https://r2.thesportsdb.com/images/media/event/poster/gq1o4w1659895885.jpg","https://r2.thesportsdb.com/images/media/event/thumb/ktrljq1659642436.jpg"
"1570785","2022-09-17 12:30:00","Round 8","Wolves","0","Manchester City","3","https://r2.thesportsdb.com/images/media/event/poster/tr1xka1659895750.jpg","https://r2.thesportsdb.com/images/media/event/thumb/jo6rts1659642292.jpg"
"1570782","2022-09-17 15:00:00","Round 8","Newcastle","1","Bournemouth","1","https://r2.thesportsdb.com/images/media/event/poster/vo0dcw1659895749.jpg","https://r2.thesportsdb.com/images/media/event/thumb/nkypd71659642291.jpg"
"1570784","2022-09-17 17:30:00","Round 8","Tottenham","6","Leicester","2","https://r2.thesportsdb.com/images/media/event/poster/suftg41659895749.jpg","https://r2.thesportsdb.com/images/media/event/thumb/kq1rpw1659642291.jpg"
"1570777","2022-09-18 12:00:00","Round 8","Brentford","0","Arsenal","3","https://r2.thesportsdb.com/images/media/event/poster/ol3u2m1659895746.jpg","https://r2.thesportsdb.com/images/media/event/thumb/38xeq71659642288.jpg"
"1570780","2022-09-18 14:15:00","Round 8","Everton","1","West Ham","0","https://r2.thesportsdb.com/images/media/event/poster/l7fncl1659895748.jpg","https://r2.thesportsdb.com/images/media/event/thumb/o2uekt1659642290.jpg"
"1570787","2022-10-01 12:30:00","Round 9","Arsenal","3","Tottenham","1","https://r2.thesportsdb.com/images/media/event/poster/y1vk4x1659895750.jpg","https://r2.thesportsdb.com/images/media/event/thumb/q1j14a1659642293.jpg"
"1570786","2022-10-01 15:00:00","Round 9","Bournemouth","0","Brentford","0","https://r2.thesportsdb.com/images/media/event/poster/uqc7tw1659895750.jpg","https://r2.thesportsdb.com/images/media/event/thumb/mrk52q1659642293.jpg"
"1570788","2022-10-01 15:00:00","Round 9","Crystal Palace","1","Chelsea","2","https://r2.thesportsdb.com/images/media/event/poster/r719ml1659895751.jpg","https://r2.thesportsdb.com/images/media/event/thumb/f5zhzu1659642294.jpg"
"1570789","2022-10-01 15:00:00","Round 9","Fulham","1","Newcastle","4","https://r2.thesportsdb.com/images/media/event/poster/m4roxs1659895751.jpg","https://r2.thesportsdb.com/images/media/event/thumb/if9avd1659642294.jpg"
"1570792","2022-10-01 15:00:00","Round 9","Liverpool","3","Brighton","3","https://r2.thesportsdb.com/images/media/event/poster/1itocg1659895752.jpg","https://r2.thesportsdb.com/images/media/event/thumb/ypbzn31659642295.jpg"
"1570794","2022-10-01 15:00:00","Round 9","Southampton","1","Everton","2","https://r2.thesportsdb.com/images/media/event/poster/j705hr1659895754.jpg","https://r2.thesportsdb.com/images/media/event/thumb/7tw9m21659642296.jpg"
"1570795","2022-10-01 17:30:00","Round 9","West Ham","2","Wolves","0","https://r2.thesportsdb.com/images/media/event/poster/hcisk31659895754.jpg","https://r2.thesportsdb.com/images/media/event/thumb/k69xon1659642297.jpg"
"1570793","2022-10-02 14:00:00","Round 9","Manchester City","6","Manchester United","3","https://r2.thesportsdb.com/images/media/event/poster/0n51w31659895753.jpg","https://r2.thesportsdb.com/images/media/event/thumb/upwlla1659642296.jpg"
"1570790","2022-10-02 16:30:00","Round 9","Leeds","0","Aston Villa","0","https://r2.thesportsdb.com/images/media/event/poster/89kngv1659895752.jpg","https://r2.thesportsdb.com/images/media/event/thumb/ww6l9v1659642295.jpg"
"1571095","2022-10-03 20:00:00","Round 9","Leicester","4","Nottingham Forest","0","https://r2.thesportsdb.com/images/media/event/poster/nwu8tz1659895886.jpg","https://r2.thesportsdb.com/images/media/event/thumb/uwzsod1659642437.jpg"
"1570796","2022-10-08 15:00:00","Round 10","Bournemouth","2","Leicester","1","https://r2.thesportsdb.com/images/media/event/poster/s736ly1659895754.jpg","https://r2.thesportsdb.com/images/media/event/thumb/x463841659642297.jpg"
"1570799","2022-10-08 15:00:00","Round 10","Chelsea","3","Wolves","0","https://r2.thesportsdb.com/images/media/event/poster/6bshzl1659895756.jpg","https://r2.thesportsdb.com/images/media/event/thumb/1qdhb61659642299.jpg"
"1570802","2022-10-08 15:00:00","Round 10","Manchester City","4","Southampton","0","https://r2.thesportsdb.com/images/media/event/poster/vs6uuv1659895757.jpg","https://r2.thesportsdb.com/images/media/event/thumb/dv74ch1659642301.jpg"
"1570803","2022-10-08 15:00:00","Round 10","Newcastle","5","Brentford","1","https://r2.thesportsdb.com/images/media/event/poster/oqieqn1659895758.jpg","https://r2.thesportsdb.com/images/media/event/thumb/fvmll31659642301.jpg"
"1570798","2022-10-08 17:30:00","Round 10","Brighton","0","Tottenham","1","https://r2.thesportsdb.com/images/media/event/poster/rxcdlc1659895755.jpg","https://r2.thesportsdb.com/images/media/event/thumb/sliqvm1659642299.jpg"
"1570800","2022-10-09 14:00:00","Round 10","Crystal Palace","2","Leeds","1","https://r2.thesportsdb.com/images/media/event/poster/yarajp1659895756.jpg","https://r2.thesportsdb.com/images/media/event/thumb/ghjn3i1659642300.jpg"
"1570805","2022-10-09 14:00:00","Round 10","West Ham","3","Fulham","1","https://r2.thesportsdb.com/images/media/event/poster/pcb7zp1659895758.jpg","https://r2.thesportsdb.com/images/media/event/thumb/r620br1659642302.jpg"
"1570797","2022-10-09 16:30:00","Round 10","Arsenal","3","Liverpool","2","https://r2.thesportsdb.com/images/media/event/poster/nwa4vy1659895755.jpg","https://r2.thesportsdb.com/images/media/event/thumb/6ev9am1659642298.jpg"
"1570801","2022-10-09 19:00:00","Round 10","Everton","1","Manchester United","2","https://r2.thesportsdb.com/images/media/event/poster/9opk3n1659895757.jpg","https://r2.thesportsdb.com/images/media/event/thumb/w8iu561659642300.jpg"
"1571096","2022-10-10 20:00:00","Round 10","Nottingham Forest","1","Aston Villa","1","https://r2.thesportsdb.com/images/media/event/poster/g4jv3c1659895886.jpg","https://r2.thesportsdb.com/images/media/event/thumb/9rk7wj1659642437.jpg"
"1570807","2022-10-14 20:00:00","Round 11","Brentford","2","Brighton","0","https://r2.thesportsdb.com/images/media/event/poster/dyebnj1659895759.jpg","https://r2.thesportsdb.com/images/media/event/thumb/21ps941659642303.jpg"
"1570810","2022-10-15 12:30:00","Round 11","Leicester","0","Crystal Palace","0","https://r2.thesportsdb.com/images/media/event/poster/pbolcu1659895760.jpg","https://r2.thesportsdb.com/images/media/event/thumb/82e1321659642305.jpg"
"1570808","2022-10-15 15:00:00","Round 11","Fulham","2","Bournemouth","2","https://r2.thesportsdb.com/images/media/event/poster/pn1gok1659895759.jpg","https://r2.thesportsdb.com/images/media/event/thumb/y0bim11659642304.jpg"
"1571097","2022-10-15 15:00:00","Round 11","Wolves","1","Nottingham Forest","0","https://r2.thesportsdb.com/images/media/event/poster/kok49l1659895887.jpg","https://r2.thesportsdb.com/images/media/event/thumb/esvgau1659642438.jpg"
"1570814","2022-10-15 17:30:00","Round 11","Tottenham","2","Everton","0","https://r2.thesportsdb.com/images/media/event/poster/j0a6541659895762.jpg","https://r2.thesportsdb.com/images/media/event/thumb/yjqfd01659642308.jpg"
"1570806","2022-10-16 14:00:00","Round 11","Aston Villa","0","Chelsea","2","https://r2.thesportsdb.com/images/media/event/poster/ivqnem1659895758.jpg","https://r2.thesportsdb.com/images/media/event/thumb/y368mp1659642303.jpg"
"1570809","2022-10-16 14:00:00","Round 11","Leeds","0","Arsenal","1","https://r2.thesportsdb.com/images/media/event/poster/evjkrw1659895760.jpg","https://r2.thesportsdb.com/images/media/event/thumb/or2u8m1659642304.jpg"
"1570812","2022-10-16 14:00:00","Round 11","Manchester United","0","Newcastle","0","https://r2.thesportsdb.com/images/media/event/poster/ac55hl1659895761.jpg","https://r2.thesportsdb.com/images/media/event/thumb/fwc5zz1659642307.jpg"
"1570813","2022-10-16 14:00:00","Round 11","Southampton","1","West Ham","1","https://r2.thesportsdb.com/images/media/event/poster/0amx311659895761.jpg","https://r2.thesportsdb.com/images/media/event/thumb/izoqv41659642307.jpg"
"1570811","2022-10-16 16:30:00","Round 11","Liverpool","1","Manchester City","0","https://r2.thesportsdb.com/images/media/event/poster/2m1eej1659895760.jpg","https://r2.thesportsdb.com/images/media/event/thumb/t3xycq1659642306.jpg"
"1571098","2022-10-18 19:30:00","Round 12","Brighton","0","Nottingham Forest","0","https://r2.thesportsdb.com/images/media/event/poster/aa4xp01659895887.jpg","https://r2.thesportsdb.com/images/media/event/thumb/dd3ee71659642438.jpg"
"1570822","2022-10-18 20:15:00","Round 12","Crystal Palace","2","Wolves","1","https://r2.thesportsdb.com/images/media/event/poster/3rw8k91659895765.jpg","https://r2.thesportsdb.com/images/media/event/thumb/6ux5a11659642311.jpg"
"1570816","2022-10-19 19:30:00","Round 12","Bournemouth","0","Southampton","1","https://r2.thesportsdb.com/images/media/event/poster/37l5wg1659895763.jpg","https://r2.thesportsdb.com/images/media/event/thumb/8949yq1659642308.jpg"
"1570818","2022-10-19 19:30:00","Round 12","Brentford","0","Chelsea","0","https://r2.thesportsdb.com/images/media/event/poster/75ezdy1659895763.jpg","https://r2.thesportsdb.com/images/media/event/thumb/ypgedd1659642309.jpg"
"1570823","2022-10-19 19:30:00","Round 12","Newcastle","1","Everton","0","https://r2.thesportsdb.com/images/media/event/poster/5swwmb1659895765.jpg","https://r2.thesportsdb.com/images/media/event/thumb/vj83d11659642311.jpg"
"1570824","2022-10-19 19:30:00","Round 12","Liverpool","1","West Ham","0","https://r2.thesportsdb.com/images/media/event/poster/q61xrc1659895766.jpg","https://r2.thesportsdb.com/images/media/event/thumb/kqo4zx1659642312.jpg"
"1570825","2022-10-19 20:15:00","Round 12","Manchester United","2","Tottenham","0","https://r2.thesportsdb.com/images/media/event/poster/w6f7z91659895767.jpg","https://r2.thesportsdb.com/images/media/event/thumb/hckfei1659642312.jpg"
"1570820","2022-10-20 19:30:00","Round 12","Fulham","3","Aston Villa","0","https://r2.thesportsdb.com/images/media/event/poster/4c7n7k1659895764.jpg","https://r2.thesportsdb.com/images/media/event/thumb/sbilmc1659642310.jpg"
"1570821","2022-10-20 20:15:00","Round 12","Leicester","2","Leeds","0","https://r2.thesportsdb.com/images/media/event/poster/g8qog11659895764.jpg","https://r2.thesportsdb.com/images/media/event/thumb/xip8sw1659642310.jpg"
"1571099","2022-10-22 12:30:00","Round 13","Nottingham Forest","1","Liverpool","0","https://r2.thesportsdb.com/images/media/event/poster/xu9eyq1659895887.jpg","https://r2.thesportsdb.com/images/media/event/thumb/c1s7fy1659642439.jpg"
"1570828","2022-10-22 15:00:00","Round 13","Everton","3","Crystal Palace","0","https://r2.thesportsdb.com/images/media/event/poster/9kntde1659895768.jpg","https://r2.thesportsdb.com/images/media/event/thumb/bu0hx31659642314.jpg"
"1570830","2022-10-22 15:00:00","Round 13","Manchester City","3","Brighton","1","https://r2.thesportsdb.com/images/media/event/poster/5ysnr41659895769.jpg","https://r2.thesportsdb.com/images/media/event/thumb/7m8cc81659642315.jpg"
"1570827","2022-10-22 17:30:00","Round 13","Chelsea","1","Manchester United","1","https://r2.thesportsdb.com/images/media/event/poster/a16c0u1659895768.jpg","https://r2.thesportsdb.com/images/media/event/thumb/xrgq3m1659642313.jpg"
"1570826","2022-10-23 14:00:00","Round 13","Aston Villa","4","Brentford","0","https://r2.thesportsdb.com/images/media/event/poster/flawsl1659895767.jpg","https://r2.thesportsdb.com/images/media/event/thumb/rzz4931659642313.jpg"
"1570829","2022-10-23 14:00:00","Round 13","Leeds","2","Fulham","3","https://r2.thesportsdb.com/images/media/event/poster/6up8rx1659895769.jpg","https://r2.thesportsdb.com/images/media/event/thumb/bkvg391659642314.jpg"
"1570832","2022-10-23 14:00:00","Round 13","Southampton","1","Arsenal","1","https://r2.thesportsdb.com/images/media/event/poster/ompemy1659895770.jpg","https://r2.thesportsdb.com/images/media/event/thumb/diboi71659642315.jpg"
"1570835","2022-10-23 14:00:00","Round 13","Wolves","0","Leicester","4","https://r2.thesportsdb.com/images/media/event/poster/nuxi1a1659895771.jpg","https://r2.thesportsdb.com/images/media/event/thumb/3e8rr01659642317.jpg"
"1570833","2022-10-23 16:30:00","Round 13","Tottenham","1","Newcastle","2","https://r2.thesportsdb.com/images/media/event/poster/5v2l2o1659895770.jpg","https://r2.thesportsdb.com/images/media/event/thumb/ohqx9b1659642316.jpg"
"1570834","2022-10-24 20:00:00","Round 13","West Ham","2","Bournemouth","0","https://r2.thesportsdb.com/images/media/event/poster/mcsyf61659895771.jpg","https://r2.thesportsdb.com/images/media/event/thumb/c4eg7i1659642316.jpg"
"1570842","2022-10-29 12:30:00","Round 14","Leicester","0","Manchester City","1","https://r2.thesportsdb.com/images/media/event/poster/6zzpxr1659895774.jpg","https://r2.thesportsdb.com/images/media/event/thumb/4wigfu1659642320.jpg"
"1570836","2022-10-29 15:00:00","Round 14","Bournemouth","2","Tottenham","3","https://r2.thesportsdb.com/images/media/event/poster/fvagib1659895772.jpg","https://r2.thesportsdb.com/images/media/event/thumb/70z5631659642317.jpg"
"1570838","2022-10-29 15:00:00","Round 14","Brentford","1","Wolves","1","https://r2.thesportsdb.com/images/media/event/poster/7ucpa71659895772.jpg","https://r2.thesportsdb.com/images/media/event/thumb/bgen941659642318.jpg"
"1570839","2022-10-29 15:00:00","Round 14","Brighton","4","Chelsea","1","https://r2.thesportsdb.com/images/media/event/poster/6q4m331659895772.jpg","https://r2.thesportsdb.com/images/media/event/thumb/uyfgz41659642318.jpg"
"1570840","2022-10-29 15:00:00","Round 14","Crystal Palace","1","Southampton","0","https://r2.thesportsdb.com/images/media/event/poster/ma0jcw1659895773.jpg","https://r2.thesportsdb.com/images/media/event/thumb/wa46jm1659642319.jpg"
